run_id,timestamp,minute_index,station_id,cycle_time_sec,torque_nm,vibration_mm_s,temperature_c,queue_length,status_flag,active_event_ids
RUN-007,2026-08-07 09:48:00,228,S28,45.86,,,47.5,1.0,normal,
RUN-007,2026-08-07 09:49:00,229,S28,45.84,,,46.71,3.0,normal,
RUN-007,2026-08-07 09:50:00,230,S28,47.94,,,47.2,1.0,normal,
RUN-007,2026-08-07 09:51:00,231,S28,47.64,,,47.42,1.0,normal,
RUN-007,2026-08-07 09:52:00,232,S28,45.51,,,47.45,5.0,normal,
RUN-007,2026-08-07 09:53:00,233,S28,45.13,,,46.97,3.0,normal,
RUN-007,2026-08-07 09:54:00,234,S28,44.89,,,46.26,2.0,normal,
RUN-007,2026-08-07 09:55:00,235,S28,46.28,,,47.62,6.0,normal,
RUN-007,2026-08-07 09:56:00,236,S28,45.13,,,45.99,2.0,normal,
RUN-007,2026-08-07 09:57:00,237,S28,46.48,,,46.97,1.0,normal,
RUN-007,2026-08-07 09:58:00,238,S28,44.48,,,45.2,6.0,normal,
RUN-007,2026-08-07 09:59:00,239,S28,46.21,,,45.77,1.0,normal,
RUN-007,2026-08-07 06:00:00,0,S29,51.78,,,,1.0,normal,
RUN-007,2026-08-07 06:01:00,1,S29,51.06,,,,2.0,normal,
RUN-007,2026-08-07 06:02:00,2,S29,51.62,,,,3.0,normal,
RUN-007,2026-08-07 06:03:00,3,S29,51.07,,,,0.0,normal,
RUN-007,2026-08-07 06:04:00,4,S29,49.9,,,,1.0,normal,
RUN-007,2026-08-07 06:05:00,5,S29,50.13,,,,1.0,normal,
RUN-007,2026-08-07 06:06:00,6,S29,48.84,,,,4.0,normal,
RUN-007,2026-08-07 06:07:00,7,S29,49.96,,,,3.0,normal,
RUN-007,2026-08-07 06:08:00,8,S29,48.51,,,,3.0,normal,
RUN-007,2026-08-07 06:09:00,9,S29,49.96,,,,3.0,normal,
RUN-007,2026-08-07 06:10:00,10,S29,50.28,,,,1.0,normal,
RUN-007,2026-08-07 06:11:00,11,S29,50.86,,,,1.0,normal,
RUN-007,2026-08-07 06:12:00,12,S29,50.3,,,,0.0,normal,
RUN-007,2026-08-07 06:13:00,13,S29,50.02,,,,0.0,normal,
RUN-007,2026-08-07 06:14:00,14,S29,50.18,,,,0.0,normal,
RUN-007,2026-08-07 06:15:00,15,S29,50.35,,,,4.0,normal,
RUN-007,2026-08-07 06:16:00,16,S29,49.7,,,,1.0,normal,
RUN-007,2026-08-07 06:17:00,17,S29,49.75,,,,1.0,normal,
RUN-007,2026-08-07 06:18:00,18,S29,52.1,,,,0.0,normal,
RUN-007,2026-08-07 06:19:00,19,S29,49.02,,,,2.0,normal,
RUN-007,2026-08-07 06:20:00,20,S29,51.37,,,,0.0,normal,
RUN-007,2026-08-07 06:21:00,21,S29,52.12,,,,3.0,normal,
RUN-007,2026-08-07 06:22:00,22,S29,51.47,,,,2.0,normal,
RUN-007,2026-08-07 06:23:00,23,S29,51.3,,,,6.0,normal,
RUN-007,2026-08-07 06:24:00,24,S29,49.24,,,,3.0,normal,
RUN-007,2026-08-07 06:25:00,25,S29,50.51,,,,1.0,normal,
RUN-007,2026-08-07 06:26:00,26,S29,51.12,,,,4.0,normal,
RUN-007,2026-08-07 06:27:00,27,S29,48.56,,,,1.0,normal,
RUN-007,2026-08-07 06:28:00,28,S29,47.44,,,,1.0,normal,
RUN-007,2026-08-07 06:29:00,29,S29,49.63,,,,6.0,normal,
RUN-007,2026-08-07 06:30:00,30,S29,50.51,,,,1.0,normal,
RUN-007,2026-08-07 06:31:00,31,S29,47.83,,,,1.0,normal,
RUN-007,2026-08-07 06:32:00,32,S29,51.68,,,,0.0,normal,
RUN-007,2026-08-07 06:33:00,33,S29,49.04,,,,2.0,normal,
RUN-007,2026-08-07 06:34:00,34,S29,51.02,,,,3.0,normal,
RUN-007,2026-08-07 06:35:00,35,S29,51.68,,,,1.0,normal,
RUN-007,2026-08-07 06:36:00,36,S29,50.05,,,,0.0,normal,
RUN-007,2026-08-07 06:37:00,37,S29,51.38,,,,1.0,normal,
RUN-007,2026-08-07 06:38:00,38,S29,49.34,,,,2.0,normal,
RUN-007,2026-08-07 06:39:00,39,S29,50.11,,,,1.0,normal,
RUN-007,2026-08-07 06:40:00,40,S29,49.79,,,,0.0,normal,
RUN-007,2026-08-07 06:41:00,41,S29,51.25,,,,3.0,normal,
RUN-007,2026-08-07 06:42:00,42,S29,47.48,,,,1.0,normal,
RUN-007,2026-08-07 06:43:00,43,S29,50.16,,,,0.0,normal,
RUN-007,2026-08-07 06:44:00,44,S29,48.16,,,,0.0,normal,
RUN-007,2026-08-07 06:45:00,45,S29,47.83,,,,0.0,normal,
RUN-007,2026-08-07 06:46:00,46,S29,51.07,,,,1.0,normal,
RUN-007,2026-08-07 06:47:00,47,S29,50.21,,,,1.0,normal,
RUN-007,2026-08-07 06:48:00,48,S29,50.63,,,,1.0,normal,
RUN-007,2026-08-07 06:49:00,49,S29,53.89,,,,0.0,normal,
RUN-007,2026-08-07 06:50:00,50,S29,50.16,,,,3.0,normal,
RUN-007,2026-08-07 06:51:00,51,S29,51.13,,,,1.0,normal,
RUN-007,2026-08-07 06:52:00,52,S29,49.89,,,,0.0,normal,
RUN-007,2026-08-07 06:53:00,53,S29,46.15,,,,2.0,normal,
RUN-007,2026-08-07 06:54:00,54,S29,49.66,,,,2.0,normal,
RUN-007,2026-08-07 06:55:00,55,S29,51.29,,,,1.0,normal,
RUN-007,2026-08-07 06:56:00,56,S29,52.96,,,,0.0,normal,
RUN-007,2026-08-07 06:57:00,57,S29,49.75,,,,0.0,normal,
RUN-007,2026-08-07 06:58:00,58,S29,47.07,,,,1.0,normal,
RUN-007,2026-08-07 06:59:00,59,S29,52.88,,,,0.0,normal,
RUN-007,2026-08-07 07:00:00,60,S29,50.44,,,,1.0,normal,
RUN-007,2026-08-07 07:01:00,61,S29,51.18,,,,0.0,normal,
RUN-007,2026-08-07 07:02:00,62,S29,50.57,,,,1.0,normal,
RUN-007,2026-08-07 07:03:00,63,S29,49.09,,,,2.0,normal,
RUN-007,2026-08-07 07:04:00,64,S29,49.54,,,,0.0,normal,
RUN-007,2026-08-07 07:05:00,65,S29,49.6,,,,4.0,normal,
RUN-007,2026-08-07 07:06:00,66,S29,51.61,,,,4.0,normal,
RUN-007,2026-08-07 07:07:00,67,S29,53.12,,,,0.0,normal,
RUN-007,2026-08-07 07:08:00,68,S29,50.22,,,,2.0,normal,
RUN-007,2026-08-07 07:09:00,69,S29,50.38,,,,6.0,normal,
RUN-007,2026-08-07 07:10:00,70,S29,49.6,,,,0.0,normal,
RUN-007,2026-08-07 07:11:00,71,S29,49.12,,,,0.0,normal,
RUN-007,2026-08-07 07:12:00,72,S29,49.27,,,,1.0,normal,
RUN-007,2026-08-07 07:13:00,73,S29,52.06,,,,0.0,normal,
RUN-007,2026-08-07 07:14:00,74,S29,46.89,,,,2.0,normal,
RUN-007,2026-08-07 07:15:00,75,S29,49.35,,,,3.0,normal,
RUN-007,2026-08-07 07:16:00,76,S29,52.16,,,,1.0,normal,
RUN-007,2026-08-07 07:17:00,77,S29,49.58,,,,6.0,normal,
RUN-007,2026-08-07 07:18:00,78,S29,47.69,,,,2.0,normal,
RUN-007,2026-08-07 07:19:00,79,S29,48.05,,,,2.0,normal,
RUN-007,2026-08-07 07:20:00,80,S29,51.12,,,,4.0,normal,
RUN-007,2026-08-07 07:21:00,81,S29,48.37,,,,2.0,normal,
RUN-007,2026-08-07 07:22:00,82,S29,48.93,,,,1.0,normal,
RUN-007,2026-08-07 07:23:00,83,S29,52.23,,,,3.0,normal,
RUN-007,2026-08-07 07:24:00,84,S29,51.48,,,,0.0,normal,
RUN-007,2026-08-07 07:25:00,85,S29,49.72,,,,1.0,normal,
RUN-007,2026-08-07 07:26:00,86,S29,51.56,,,,2.0,normal,
RUN-007,2026-08-07 07:27:00,87,S29,47.24,,,,0.0,normal,
RUN-007,2026-08-07 07:28:00,88,S29,51.69,,,,0.0,normal,
RUN-007,2026-08-07 07:29:00,89,S29,49.49,,,,0.0,normal,
RUN-007,2026-08-07 07:30:00,90,S29,50.27,,,,2.0,normal,
RUN-007,2026-08-07 07:31:00,91,S29,47.6,,,,1.0,normal,
RUN-007,2026-08-07 07:32:00,92,S29,50.78,,,,0.0,normal,
RUN-007,2026-08-07 07:33:00,93,S29,49.5,,,,2.0,normal,
RUN-007,2026-08-07 07:34:00,94,S29,50.81,,,,2.0,normal,
RUN-007,2026-08-07 07:35:00,95,S29,52.6,,,,1.0,normal,
RUN-007,2026-08-07 07:36:00,96,S29,50.67,,,,0.0,normal,
RUN-007,2026-08-07 07:37:00,97,S29,48.76,,,,2.0,normal,
RUN-007,2026-08-07 07:38:00,98,S29,51.57,,,,1.0,normal,
RUN-007,2026-08-07 07:39:00,99,S29,52.42,,,,9.0,normal,
RUN-007,2026-08-07 07:40:00,100,S29,52.23,,,,2.0,normal,
RUN-007,2026-08-07 07:41:00,101,S29,50.29,,,,0.0,normal,
RUN-007,2026-08-07 07:42:00,102,S29,48.36,,,,2.0,normal,
RUN-007,2026-08-07 07:43:00,103,S29,49.97,,,,0.0,normal,
RUN-007,2026-08-07 07:44:00,104,S29,50.39,,,,0.0,normal,
RUN-007,2026-08-07 07:45:00,105,S29,48.05,,,,2.0,normal,
RUN-007,2026-08-07 07:46:00,106,S29,45.43,,,,0.0,normal,
RUN-007,2026-08-07 07:47:00,107,S29,50.44,,,,3.0,normal,
RUN-007,2026-08-07 07:48:00,108,S29,50.62,,,,2.0,normal,
RUN-007,2026-08-07 07:49:00,109,S29,48.36,,,,1.0,normal,
RUN-007,2026-08-07 07:50:00,110,S29,49.53,,,,4.0,normal,
RUN-007,2026-08-07 07:51:00,111,S29,48.68,,,,1.0,normal,
RUN-007,2026-08-07 07:52:00,112,S29,50.32,,,,1.0,normal,
RUN-007,2026-08-07 07:53:00,113,S29,51.45,,,,0.0,normal,
RUN-007,2026-08-07 07:54:00,114,S29,48.49,,,,1.0,normal,
RUN-007,2026-08-07 07:55:00,115,S29,49.77,,,,0.0,normal,
RUN-007,2026-08-07 07:56:00,116,S29,50.18,,,,2.0,normal,
RUN-007,2026-08-07 07:57:00,117,S29,49.23,,,,0.0,normal,
RUN-007,2026-08-07 07:58:00,118,S29,50.47,,,,4.0,normal,
RUN-007,2026-08-07 07:59:00,119,S29,49.4,,,,1.0,normal,
RUN-007,2026-08-07 08:00:00,120,S29,47.09,,,,1.0,normal,
RUN-007,2026-08-07 08:01:00,121,S29,47.52,,,,2.0,normal,
RUN-007,2026-08-07 08:02:00,122,S29,49.63,,,,2.0,normal,
RUN-007,2026-08-07 08:03:00,123,S29,47.3,,,,2.0,normal,
RUN-007,2026-08-07 08:04:00,124,S29,50.72,,,,1.0,normal,
RUN-007,2026-08-07 08:05:00,125,S29,49.92,,,,0.0,normal,
RUN-007,2026-08-07 08:06:00,126,S29,47.78,,,,0.0,normal,
RUN-007,2026-08-07 08:07:00,127,S29,49.44,,,,2.0,normal,
RUN-007,2026-08-07 08:08:00,128,S29,50.02,,,,5.0,normal,
RUN-007,2026-08-07 08:09:00,129,S29,50.17,,,,0.0,normal,
RUN-007,2026-08-07 08:10:00,130,S29,49.45,,,,0.0,normal,
RUN-007,2026-08-07 08:11:00,131,S29,53.2,,,,1.0,normal,
RUN-007,2026-08-07 08:12:00,132,S29,49.78,,,,1.0,normal,
RUN-007,2026-08-07 08:13:00,133,S29,50.08,,,,0.0,normal,
RUN-007,2026-08-07 08:14:00,134,S29,50.19,,,,4.0,normal,
RUN-007,2026-08-07 08:15:00,135,S29,51.68,,,,1.0,normal,
RUN-007,2026-08-07 08:16:00,136,S29,51.19,,,,0.0,normal,
RUN-007,2026-08-07 08:17:00,137,S29,51.79,,,,4.0,normal,
RUN-007,2026-08-07 08:18:00,138,S29,48.67,,,,2.0,normal,
RUN-007,2026-08-07 08:19:00,139,S29,49.77,,,,0.0,normal,
RUN-007,2026-08-07 08:20:00,140,S29,49.47,,,,2.0,normal,
RUN-007,2026-08-07 08:21:00,141,S29,48.9,,,,4.0,normal,
RUN-007,2026-08-07 08:22:00,142,S29,51.04,,,,0.0,normal,
RUN-007,2026-08-07 08:23:00,143,S29,49.32,,,,3.0,normal,
RUN-007,2026-08-07 08:24:00,144,S29,49.15,,,,0.0,normal,
RUN-007,2026-08-07 08:25:00,145,S29,48.41,,,,0.0,normal,
RUN-007,2026-08-07 08:26:00,146,S29,51.36,,,,2.0,normal,
RUN-007,2026-08-07 08:27:00,147,S29,50.03,,,,0.0,normal,
RUN-007,2026-08-07 08:28:00,148,S29,47.86,,,,3.0,normal,
RUN-007,2026-08-07 08:29:00,149,S29,50.36,,,,3.0,normal,
RUN-007,2026-08-07 08:30:00,150,S29,50.36,,,,1.0,normal,
RUN-007,2026-08-07 08:31:00,151,S29,52.3,,,,1.0,normal,
RUN-007,2026-08-07 08:32:00,152,S29,49.05,,,,2.0,normal,
RUN-007,2026-08-07 08:33:00,153,S29,49.18,,,,0.0,normal,
RUN-007,2026-08-07 08:34:00,154,S29,50.54,,,,1.0,normal,
RUN-007,2026-08-07 08:35:00,155,S29,47.66,,,,3.0,normal,
RUN-007,2026-08-07 08:36:00,156,S29,48.95,,,,1.0,normal,
RUN-007,2026-08-07 08:37:00,157,S29,48.08,,,,2.0,normal,
RUN-007,2026-08-07 08:38:00,158,S29,49.91,,,,1.0,normal,
RUN-007,2026-08-07 08:39:00,159,S29,47.94,,,,1.0,normal,
RUN-007,2026-08-07 08:40:00,160,S29,51.26,,,,2.0,normal,
RUN-007,2026-08-07 08:41:00,161,S29,50.06,,,,0.0,normal,
RUN-007,2026-08-07 08:42:00,162,S29,51.3,,,,3.0,normal,
RUN-007,2026-08-07 08:43:00,163,S29,49.59,,,,3.0,normal,
RUN-007,2026-08-07 08:44:00,164,S29,49.14,,,,2.0,normal,
RUN-007,2026-08-07 08:45:00,165,S29,51.67,,,,3.0,normal,
RUN-007,2026-08-07 08:46:00,166,S29,50.75,,,,5.0,normal,
RUN-007,2026-08-07 08:47:00,167,S29,50.01,,,,0.0,normal,
RUN-007,2026-08-07 08:48:00,168,S29,50.18,,,,1.0,normal,
RUN-007,2026-08-07 08:49:00,169,S29,52.68,,,,1.0,normal,
RUN-007,2026-08-07 08:50:00,170,S29,53.57,,,,3.0,normal,
RUN-007,2026-08-07 08:51:00,171,S29,51.01,,,,1.0,normal,
RUN-007,2026-08-07 08:52:00,172,S29,52.55,,,,2.0,normal,
RUN-007,2026-08-07 08:53:00,173,S29,49.67,,,,1.0,normal,
RUN-007,2026-08-07 08:54:00,174,S29,47.93,,,,1.0,normal,
RUN-007,2026-08-07 08:55:00,175,S29,50.21,,,,1.0,normal,
RUN-007,2026-08-07 08:56:00,176,S29,50.98,,,,0.0,normal,
RUN-007,2026-08-07 08:57:00,177,S29,51.9,,,,2.0,normal,
RUN-007,2026-08-07 08:58:00,178,S29,48.83,,,,1.0,normal,
RUN-007,2026-08-07 08:59:00,179,S29,48.93,,,,2.0,normal,
RUN-007,2026-08-07 09:00:00,180,S29,51.85,,,,0.0,normal,
RUN-007,2026-08-07 09:01:00,181,S29,51.88,,,,1.0,normal,
RUN-007,2026-08-07 09:02:00,182,S29,50.84,,,,0.0,normal,
RUN-007,2026-08-07 09:03:00,183,S29,49.17,,,,4.0,normal,
RUN-007,2026-08-07 09:04:00,184,S29,48.73,,,,5.0,normal,
RUN-007,2026-08-07 09:05:00,185,S29,51.19,,,,0.0,normal,
RUN-007,2026-08-07 09:06:00,186,S29,50.41,,,,0.0,normal,
RUN-007,2026-08-07 09:07:00,187,S29,51.94,,,,2.0,normal,
RUN-007,2026-08-07 09:08:00,188,S29,50.1,,,,0.0,normal,
RUN-007,2026-08-07 09:09:00,189,S29,45.95,,,,1.0,normal,
RUN-007,2026-08-07 09:10:00,190,S29,52.39,,,,4.0,normal,
RUN-007,2026-08-07 09:11:00,191,S29,50.5,,,,2.0,normal,
RUN-007,2026-08-07 09:12:00,192,S29,51.79,,,,1.0,normal,
RUN-007,2026-08-07 09:13:00,193,S29,52.04,,,,0.0,normal,
RUN-007,2026-08-07 09:14:00,194,S29,49.03,,,,2.0,normal,
RUN-007,2026-08-07 09:15:00,195,S29,51.47,,,,1.0,normal,
RUN-007,2026-08-07 09:16:00,196,S29,50.15,,,,2.0,normal,
RUN-007,2026-08-07 09:17:00,197,S29,48.57,,,,0.0,normal,
RUN-007,2026-08-07 09:18:00,198,S29,47.97,,,,2.0,normal,
RUN-007,2026-08-07 09:19:00,199,S29,50.89,,,,1.0,normal,
RUN-007,2026-08-07 09:20:00,200,S29,47.02,,,,1.0,normal,
RUN-007,2026-08-07 09:21:00,201,S29,47.2,,,,0.0,normal,
RUN-007,2026-08-07 09:22:00,202,S29,49.21,,,,0.0,normal,
RUN-007,2026-08-07 09:23:00,203,S29,50.24,,,,0.0,normal,
RUN-007,2026-08-07 09:24:00,204,S29,48.22,,,,1.0,normal,
RUN-007,2026-08-07 09:25:00,205,S29,53.16,,,,5.0,normal,
RUN-007,2026-08-07 09:26:00,206,S29,47.48,,,,1.0,normal,
RUN-007,2026-08-07 09:27:00,207,S29,50.88,,,,0.0,normal,
RUN-007,2026-08-07 09:28:00,208,S29,48.01,,,,1.0,normal,
RUN-007,2026-08-07 09:29:00,209,S29,51.05,,,,1.0,normal,
RUN-007,2026-08-07 09:30:00,210,S29,47.82,,,,1.0,normal,
RUN-007,2026-08-07 09:31:00,211,S29,48.21,,,,0.0,normal,
RUN-007,2026-08-07 09:32:00,212,S29,51.67,,,,0.0,normal,
RUN-007,2026-08-07 09:33:00,213,S29,49.73,,,,1.0,normal,
RUN-007,2026-08-07 09:34:00,214,S29,49.45,,,,1.0,normal,
RUN-007,2026-08-07 09:35:00,215,S29,51.3,,,,1.0,normal,
RUN-007,2026-08-07 09:36:00,216,S29,52.05,,,,0.0,normal,
RUN-007,2026-08-07 09:37:00,217,S29,47.52,,,,3.0,normal,
RUN-007,2026-08-07 09:38:00,218,S29,52.47,,,,0.0,normal,
RUN-007,2026-08-07 09:39:00,219,S29,48.79,,,,2.0,normal,
RUN-007,2026-08-07 09:40:00,220,S29,52.47,,,,0.0,normal,
RUN-007,2026-08-07 09:41:00,221,S29,50.4,,,,2.0,normal,
RUN-007,2026-08-07 09:42:00,222,S29,48.93,,,,2.0,normal,
RUN-007,2026-08-07 09:43:00,223,S29,49.57,,,,2.0,normal,
RUN-007,2026-08-07 09:44:00,224,S29,50.17,,,,2.0,normal,
RUN-007,2026-08-07 09:45:00,225,S29,49.51,,,,2.0,normal,
RUN-007,2026-08-07 09:46:00,226,S29,49.57,,,,2.0,normal,
RUN-007,2026-08-07 09:47:00,227,S29,53.36,,,,3.0,normal,
RUN-007,2026-08-07 09:48:00,228,S29,49.19,,,,0.0,normal,
RUN-007,2026-08-07 09:49:00,229,S29,49.58,,,,0.0,normal,
RUN-007,2026-08-07 09:50:00,230,S29,51.44,,,,3.0,normal,
RUN-007,2026-08-07 09:51:00,231,S29,49.31,,,,2.0,normal,
RUN-007,2026-08-07 09:52:00,232,S29,50.56,,,,0.0,normal,
RUN-007,2026-08-07 09:53:00,233,S29,53.09,,,,0.0,normal,
RUN-007,2026-08-07 09:54:00,234,S29,48.72,,,,3.0,normal,
RUN-007,2026-08-07 09:55:00,235,S29,50.77,,,,0.0,normal,
RUN-007,2026-08-07 09:56:00,236,S29,47.04,,,,4.0,normal,
RUN-007,2026-08-07 09:57:00,237,S29,49.62,,,,1.0,normal,
RUN-007,2026-08-07 09:58:00,238,S29,50.99,,,,2.0,normal,
RUN-007,2026-08-07 09:59:00,239,S29,48.96,,,,2.0,normal,
RUN-007,2026-08-07 06:00:00,0,S30,59.29,,,,2.0,normal,
RUN-007,2026-08-07 06:01:00,1,S30,60.49,,,,3.0,normal,
RUN-007,2026-08-07 06:02:00,2,S30,61.28,,,,2.0,normal,
RUN-007,2026-08-07 06:03:00,3,S30,59.89,,,,0.0,normal,
RUN-007,2026-08-07 06:04:00,4,S30,58.75,,,,1.0,normal,
RUN-007,2026-08-07 06:05:00,5,S30,59.65,,,,1.0,normal,
RUN-007,2026-08-07 06:06:00,6,S30,60.27,,,,0.0,normal,
RUN-007,2026-08-07 06:07:00,7,S30,57.92,,,,2.0,normal,
RUN-007,2026-08-07 06:08:00,8,S30,61.02,,,,0.0,normal,
RUN-007,2026-08-07 06:09:00,9,S30,60.56,,,,1.0,normal,
RUN-007,2026-08-07 06:10:00,10,S30,60.25,,,,2.0,normal,
RUN-007,2026-08-07 06:11:00,11,S30,62.48,,,,2.0,normal,
RUN-007,2026-08-07 06:12:00,12,S30,58.36,,,,1.0,normal,
RUN-007,2026-08-07 06:13:00,13,S30,59.08,,,,3.0,normal,
RUN-007,2026-08-07 06:14:00,14,S30,62.56,,,,2.0,normal,
RUN-007,2026-08-07 06:15:00,15,S30,56.62,,,,0.0,normal,
RUN-007,2026-08-07 06:16:00,16,S30,57.16,,,,4.0,normal,
RUN-007,2026-08-07 06:17:00,17,S30,61.24,,,,1.0,normal,
RUN-007,2026-08-07 06:18:00,18,S30,63.11,,,,1.0,normal,
RUN-007,2026-08-07 06:19:00,19,S30,59.75,,,,2.0,normal,
RUN-007,2026-08-07 06:20:00,20,S30,63.37,,,,0.0,normal,
RUN-007,2026-08-07 06:21:00,21,S30,60.97,,,,2.0,normal,
RUN-007,2026-08-07 06:22:00,22,S30,57.75,,,,0.0,normal,
RUN-007,2026-08-07 06:23:00,23,S30,53.86,,,,3.0,normal,
RUN-007,2026-08-07 06:24:00,24,S30,59.29,,,,3.0,normal,
RUN-007,2026-08-07 06:25:00,25,S30,57.1,,,,1.0,normal,
RUN-007,2026-08-07 06:26:00,26,S30,61.13,,,,0.0,normal,
RUN-007,2026-08-07 06:27:00,27,S30,57.52,,,,2.0,normal,
RUN-007,2026-08-07 06:28:00,28,S30,63.29,,,,2.0,normal,
RUN-007,2026-08-07 06:29:00,29,S30,58.27,,,,2.0,normal,
RUN-007,2026-08-07 06:30:00,30,S30,57.01,,,,2.0,normal,
RUN-007,2026-08-07 06:31:00,31,S30,60.88,,,,1.0,normal,
RUN-007,2026-08-07 06:32:00,32,S30,60.17,,,,8.0,normal,
RUN-007,2026-08-07 06:33:00,33,S30,60.19,,,,0.0,normal,
RUN-007,2026-08-07 06:34:00,34,S30,59.26,,,,2.0,normal,
RUN-007,2026-08-07 06:35:00,35,S30,61.14,,,,1.0,normal,
RUN-007,2026-08-07 06:36:00,36,S30,57.06,,,,1.0,normal,
RUN-007,2026-08-07 06:37:00,37,S30,61.48,,,,1.0,normal,
RUN-007,2026-08-07 06:38:00,38,S30,59.03,,,,4.0,normal,
RUN-007,2026-08-07 06:39:00,39,S30,61.35,,,,0.0,normal,
RUN-007,2026-08-07 06:40:00,40,S30,59.29,,,,3.0,normal,
RUN-007,2026-08-07 06:41:00,41,S30,61.75,,,,0.0,normal,
RUN-007,2026-08-07 06:42:00,42,S30,59.72,,,,4.0,normal,
RUN-007,2026-08-07 06:43:00,43,S30,58.79,,,,0.0,normal,
RUN-007,2026-08-07 06:44:00,44,S30,60.95,,,,2.0,normal,
RUN-007,2026-08-07 06:45:00,45,S30,61.62,,,,0.0,normal,
RUN-007,2026-08-07 06:46:00,46,S30,60.63,,,,2.0,normal,
RUN-007,2026-08-07 06:47:00,47,S30,62.26,,,,3.0,normal,
RUN-007,2026-08-07 06:48:00,48,S30,60.35,,,,1.0,normal,
RUN-007,2026-08-07 06:49:00,49,S30,59.0,,,,1.0,normal,
RUN-007,2026-08-07 06:50:00,50,S30,59.85,,,,1.0,normal,
RUN-007,2026-08-07 06:51:00,51,S30,63.24,,,,0.0,normal,
RUN-007,2026-08-07 06:52:00,52,S30,59.68,,,,2.0,normal,
RUN-007,2026-08-07 06:53:00,53,S30,60.35,,,,0.0,normal,
RUN-007,2026-08-07 06:54:00,54,S30,58.45,,,,2.0,normal,
RUN-007,2026-08-07 06:55:00,55,S30,60.48,,,,3.0,normal,
RUN-007,2026-08-07 06:56:00,56,S30,58.13,,,,2.0,normal,
RUN-007,2026-08-07 06:57:00,57,S30,59.78,,,,1.0,normal,
RUN-007,2026-08-07 06:58:00,58,S30,63.06,,,,1.0,normal,
RUN-007,2026-08-07 06:59:00,59,S30,63.88,,,,0.0,normal,
RUN-007,2026-08-07 07:00:00,60,S30,60.28,,,,3.0,normal,
RUN-007,2026-08-07 07:01:00,61,S30,61.52,,,,1.0,normal,
RUN-007,2026-08-07 07:02:00,62,S30,61.87,,,,1.0,normal,
RUN-007,2026-08-07 07:03:00,63,S30,61.03,,,,1.0,normal,
RUN-007,2026-08-07 07:04:00,64,S30,55.87,,,,4.0,normal,
RUN-007,2026-08-07 07:05:00,65,S30,57.88,,,,2.0,normal,
RUN-007,2026-08-07 07:06:00,66,S30,57.53,,,,2.0,normal,
RUN-007,2026-08-07 07:07:00,67,S30,59.01,,,,1.0,normal,
RUN-007,2026-08-07 07:08:00,68,S30,60.09,,,,1.0,normal,
RUN-007,2026-08-07 07:09:00,69,S30,59.43,,,,1.0,normal,
RUN-007,2026-08-07 07:10:00,70,S30,63.66,,,,0.0,normal,
RUN-007,2026-08-07 07:11:00,71,S30,59.49,,,,3.0,normal,
RUN-007,2026-08-07 07:12:00,72,S30,56.3,,,,0.0,normal,
RUN-007,2026-08-07 07:13:00,73,S30,56.5,,,,4.0,normal,
RUN-007,2026-08-07 07:14:00,74,S30,58.39,,,,0.0,normal,
RUN-007,2026-08-07 07:15:00,75,S30,61.22,,,,2.0,normal,
RUN-007,2026-08-07 07:16:00,76,S30,63.83,,,,1.0,normal,
RUN-007,2026-08-07 07:17:00,77,S30,59.68,,,,0.0,normal,
RUN-007,2026-08-07 07:18:00,78,S30,58.73,,,,4.0,normal,
RUN-007,2026-08-07 07:19:00,79,S30,58.67,,,,0.0,normal,
RUN-007,2026-08-07 07:20:00,80,S30,60.61,,,,2.0,normal,
RUN-007,2026-08-07 07:21:00,81,S30,58.72,,,,1.0,normal,
RUN-007,2026-08-07 07:22:00,82,S30,60.61,,,,4.0,normal,
RUN-007,2026-08-07 07:23:00,83,S30,59.39,,,,2.0,normal,
RUN-007,2026-08-07 07:24:00,84,S30,60.31,,,,0.0,normal,
RUN-007,2026-08-07 07:25:00,85,S30,61.88,,,,3.0,normal,
RUN-007,2026-08-07 07:26:00,86,S30,59.24,,,,0.0,normal,
RUN-007,2026-08-07 07:27:00,87,S30,60.31,,,,1.0,normal,
RUN-007,2026-08-07 07:28:00,88,S30,59.82,,,,0.0,normal,
RUN-007,2026-08-07 07:29:00,89,S30,58.96,,,,1.0,normal,
RUN-007,2026-08-07 07:30:00,90,S30,59.62,,,,1.0,normal,
RUN-007,2026-08-07 07:31:00,91,S30,58.9,,,,1.0,normal,
RUN-007,2026-08-07 07:32:00,92,S30,60.44,,,,1.0,normal,
RUN-007,2026-08-07 07:33:00,93,S30,59.56,,,,0.0,normal,
RUN-007,2026-08-07 07:34:00,94,S30,61.78,,,,1.0,normal,
RUN-007,2026-08-07 07:35:00,95,S30,59.18,,,,3.0,normal,
RUN-007,2026-08-07 07:36:00,96,S30,61.05,,,,3.0,normal,
RUN-007,2026-08-07 07:37:00,97,S30,59.03,,,,3.0,normal,
RUN-007,2026-08-07 07:38:00,98,S30,57.64,,,,2.0,normal,
RUN-007,2026-08-07 07:39:00,99,S30,60.28,,,,3.0,normal,
RUN-007,2026-08-07 07:40:00,100,S30,57.57,,,,0.0,normal,
RUN-007,2026-08-07 07:41:00,101,S30,61.32,,,,2.0,normal,
RUN-007,2026-08-07 07:42:00,102,S30,60.97,,,,2.0,normal,
RUN-007,2026-08-07 07:43:00,103,S30,59.3,,,,1.0,normal,
