run_id,minute_index,station_id,cycle_time_sec,queue_length,vibration_mm_s,torque_nm,temperature_c
RUN-PB-006,162,GA11,50.26,2,0.806,144.87,41.14
RUN-PB-006,162,GA12,45.37,0,0.855,143.05,41.52
RUN-PB-006,162,GA13,38.03,2,0.71,147.69,42.82
RUN-PB-006,162,GA14,41.52,0,0.815,143.13,43.05
RUN-PB-006,162,EOL01,46.34,2,,,43.47
RUN-PB-006,162,EOL02,43.99,1,0.755,146.62,42.08
RUN-PB-006,162,EOL03,51.72,1,0.75,145.78,42.77
RUN-PB-006,162,EOL04,55.38,0,0.798,145.39,41.84
RUN-PB-006,162,EOL05,47.37,2,,,42.14
RUN-PB-006,162,EOL06,45.11,1,0.74,143.83,42.23
RUN-PB-006,162,EOL07,60.78,0,,,
RUN-PB-006,163,ST01,35.64,0,0.769,145.69,41.21
RUN-PB-006,163,ST02,38.81,2,0.688,146.62,41.25
RUN-PB-006,163,ST03,39.83,0,0.759,143.22,41.2
RUN-PB-006,163,ST04,36.67,3,0.691,,
RUN-PB-006,163,ST05,42.95,1,0.717,148.19,40.69
RUN-PB-006,163,ST06,44.73,0,,,
RUN-PB-006,163,B01,42.69,1,0.663,143.39,42.35
RUN-PB-006,163,B02,43.94,2,0.723,146.49,40.79
RUN-PB-006,163,B03,39.74,0,0.8,147.25,41.43
RUN-PB-006,163,B04,40.88,0,0.673,145.66,41.41
RUN-PB-006,163,B05,42.89,1,0.767,140.43,40.68
RUN-PB-006,163,B06,42.99,1,0.716,143.35,41.19
RUN-PB-006,163,B07,46.63,0,0.754,145.45,41.87
RUN-PB-006,163,B08,38.37,2,0.763,144.9,40.61
RUN-PB-006,163,B09,42.23,0,,145.14,
RUN-PB-006,163,B10,40.42,1,,146.23,
RUN-PB-006,163,B11,47.87,2,0.698,142.2,41.17
RUN-PB-006,163,B12,49.52,0,,,
RUN-PB-006,163,P01,47.29,0,,,41.57
RUN-PB-006,163,P02,55.21,0,0.774,145.72,42.28
RUN-PB-006,163,P03,58.77,0,0.735,146.05,42.21
RUN-PB-006,163,P04,43.73,3,0.725,144.35,41.15
RUN-PB-006,163,P05,42.34,1,0.737,141.79,42.95
RUN-PB-006,163,P06,39.64,1,,,42.64
RUN-PB-006,163,P07,44.57,2,0.748,149.79,40.97
RUN-PB-006,163,P08,46.15,1,0.845,144.56,40.92
RUN-PB-006,163,P09,59.11,4,0.734,144.13,41.21
RUN-PB-006,163,P10,51.35,0,,,
RUN-PB-006,163,BAT01,35.86,0,0.817,145.24,41.64
RUN-PB-006,163,BAT02,39.28,0,0.769,143.87,42.24
RUN-PB-006,163,BAT03,38.16,0,0.736,145.14,42.0
RUN-PB-006,163,BAT04,46.13,0,,,
RUN-PB-006,163,BAT05,44.41,0,0.723,146.23,41.78
RUN-PB-006,163,BAT06,49.77,4,0.815,142.4,41.34
RUN-PB-006,163,BAT07,42.1,2,0.774,145.16,41.51
RUN-PB-006,163,BAT08,53.61,2,0.825,140.68,42.21
RUN-PB-006,163,PT01,45.21,1,0.819,143.95,41.67
RUN-PB-006,163,PT02,48.85,1,0.76,145.94,42.28
RUN-PB-006,163,PT03,44.02,1,,146.18,
RUN-PB-006,163,PT04,39.87,0,0.726,144.3,41.22
RUN-PB-006,163,GA01,43.1,3,,143.05,
RUN-PB-006,163,GA02,43.12,1,0.824,144.18,42.43
RUN-PB-006,163,GA03,50.56,0,,,
RUN-PB-006,163,GA04,42.15,1,,144.4,
RUN-PB-006,163,GA05,38.06,0,0.742,148.94,42.73
RUN-PB-006,163,GA06,44.48,0,,,
RUN-PB-006,163,GA07,44.12,0,,,
RUN-PB-006,163,GA08,41.06,4,,145.3,
RUN-PB-006,163,GA09,46.74,0,,,
RUN-PB-006,163,GA10,47.55,1,0.643,146.46,42.06
RUN-PB-006,163,GA11,49.23,0,0.85,144.43,41.48
RUN-PB-006,163,GA12,45.15,3,0.832,143.06,40.53
RUN-PB-006,163,GA13,38.44,0,0.748,145.67,40.58
RUN-PB-006,163,GA14,43.26,0,0.739,145.74,42.69
RUN-PB-006,163,EOL01,46.91,1,,,41.84
RUN-PB-006,163,EOL02,43.39,1,0.748,142.19,41.56
RUN-PB-006,163,EOL03,50.79,0,0.768,141.41,42.52
RUN-PB-006,163,EOL04,55.06,1,0.753,144.68,42.47
RUN-PB-006,163,EOL05,47.87,0,,,42.45
RUN-PB-006,163,EOL06,44.71,2,0.741,144.24,43.65
RUN-PB-006,163,EOL07,59.57,0,,,
RUN-PB-006,164,ST01,35.41,1,0.675,144.5,43.05
RUN-PB-006,164,ST02,38.6,1,0.771,146.2,41.63
RUN-PB-006,164,ST03,39.91,0,0.758,144.08,43.57
RUN-PB-006,164,ST04,36.42,1,0.749,,
RUN-PB-006,164,ST05,41.39,1,0.752,145.45,42.2
RUN-PB-006,164,ST06,45.36,0,,,
RUN-PB-006,164,B01,42.04,2,0.759,147.43,42.76
RUN-PB-006,164,B02,44.22,2,0.747,144.39,42.32
RUN-PB-006,164,B03,39.12,0,0.708,140.82,42.49
RUN-PB-006,164,B04,39.69,1,0.649,146.44,41.07
RUN-PB-006,164,B05,43.52,2,0.799,140.57,42.27
RUN-PB-006,164,B06,43.23,2,0.813,147.51,43.34
RUN-PB-006,164,B07,45.45,1,0.806,146.23,42.79
RUN-PB-006,164,B08,38.01,1,0.809,147.01,41.32
RUN-PB-006,164,B09,42.41,1,,146.92,
RUN-PB-006,164,B10,39.64,5,,145.46,
RUN-PB-006,164,B11,47.83,2,0.817,145.1,42.27
RUN-PB-006,164,B12,50.38,0,,,
RUN-PB-006,164,P01,47.86,1,,,41.91
RUN-PB-006,164,P02,54.9,1,0.753,144.62,41.71
RUN-PB-006,164,P03,58.47,1,0.803,149.97,42.64
RUN-PB-006,164,P04,44.18,2,0.727,144.96,40.36
RUN-PB-006,164,P05,41.55,0,0.727,144.6,43.09
RUN-PB-006,164,P06,38.95,4,,,41.89
RUN-PB-006,164,P07,44.27,0,0.768,144.07,39.63
RUN-PB-006,164,P08,45.93,1,0.754,142.03,42.66
RUN-PB-006,164,P09,59.8,0,0.712,140.23,41.74
RUN-PB-006,164,P10,52.06,0,,,
RUN-PB-006,164,BAT01,36.36,2,0.776,144.18,43.37
RUN-PB-006,164,BAT02,40.28,1,0.803,144.9,42.72
RUN-PB-006,164,BAT03,38.66,4,0.724,143.45,43.3
RUN-PB-006,164,BAT04,46.77,0,,,
RUN-PB-006,164,BAT05,44.38,2,0.816,145.18,42.44
RUN-PB-006,164,BAT06,50.71,1,0.769,146.78,41.8
RUN-PB-006,164,BAT07,42.39,2,0.754,144.59,42.31
RUN-PB-006,164,BAT08,52.86,1,0.764,147.06,41.6
RUN-PB-006,164,PT01,45.33,2,0.755,148.1,42.28
RUN-PB-006,164,PT02,49.26,2,0.898,145.37,41.75
RUN-PB-006,164,PT03,44.17,0,,144.41,
RUN-PB-006,164,PT04,39.2,3,0.771,143.68,43.11
RUN-PB-006,164,GA01,41.95,5,,145.67,
RUN-PB-006,164,GA02,43.68,1,0.758,143.9,42.72
RUN-PB-006,164,GA03,49.97,0,,,
RUN-PB-006,164,GA04,41.79,0,,143.39,
RUN-PB-006,164,GA05,38.77,0,0.715,144.87,42.65
RUN-PB-006,164,GA06,44.88,0,,,
RUN-PB-006,164,GA07,44.84,0,,,
RUN-PB-006,164,GA08,40.83,0,,142.48,
RUN-PB-006,164,GA09,46.12,0,,,
RUN-PB-006,164,GA10,48.2,3,0.748,142.56,40.86
RUN-PB-006,164,GA11,49.93,3,0.775,147.4,42.03
RUN-PB-006,164,GA12,44.94,0,0.759,145.94,42.06
RUN-PB-006,164,GA13,38.26,0,0.768,143.39,41.34
RUN-PB-006,164,GA14,42.13,1,0.708,143.44,43.36
RUN-PB-006,164,EOL01,45.79,1,,,41.69
RUN-PB-006,164,EOL02,44.26,0,0.639,148.66,42.14
RUN-PB-006,164,EOL03,51.65,0,0.852,145.61,42.82
RUN-PB-006,164,EOL04,55.27,1,0.665,143.41,41.64
RUN-PB-006,164,EOL05,48.74,2,,,41.82
RUN-PB-006,164,EOL06,44.26,0,0.815,149.81,42.4
RUN-PB-006,164,EOL07,59.89,0,,,
RUN-PB-006,165,ST01,35.42,0,0.785,146.78,41.67
RUN-PB-006,165,ST02,37.63,1,0.664,147.03,42.21
RUN-PB-006,165,ST03,39.93,1,0.814,141.85,42.12
RUN-PB-006,165,ST04,36.37,1,0.724,,
RUN-PB-006,165,ST05,42.74,1,0.818,147.65,42.66
RUN-PB-006,165,ST06,45.19,0,,,
RUN-PB-006,165,B01,42.47,1,0.785,144.22,41.94
RUN-PB-006,165,B02,44.66,1,0.831,144.95,42.73
RUN-PB-006,165,B03,38.04,2,0.759,147.74,41.85
RUN-PB-006,165,B04,41.0,2,0.796,150.09,42.39
RUN-PB-006,165,B05,43.66,1,0.745,147.3,40.82
RUN-PB-006,165,B06,42.96,2,0.699,142.34,41.86
RUN-PB-006,165,B07,46.14,2,0.815,148.16,42.17
RUN-PB-006,165,B08,38.2,1,0.782,146.9,41.7
RUN-PB-006,165,B09,41.7,0,,142.3,
RUN-PB-006,165,B10,40.07,1,,144.21,
RUN-PB-006,165,B11,48.51,0,0.71,142.59,42.17
RUN-PB-006,165,B12,50.92,0,,,
RUN-PB-006,165,P01,47.82,0,,,42.53
RUN-PB-006,165,P02,53.99,1,0.682,147.98,41.35
RUN-PB-006,165,P03,57.19,2,0.755,147.5,42.79
RUN-PB-006,165,P04,43.74,1,0.786,141.27,41.81
RUN-PB-006,165,P05,41.49,1,0.769,148.02,40.37
RUN-PB-006,165,P06,40.58,1,,,42.23
RUN-PB-006,165,P07,44.8,0,0.694,146.03,41.71
RUN-PB-006,165,P08,45.55,3,0.812,140.6,42.96
RUN-PB-006,165,P09,59.89,1,0.725,143.38,41.95
RUN-PB-006,165,P10,51.72,0,,,
RUN-PB-006,165,BAT01,34.86,1,0.672,144.36,42.23
RUN-PB-006,165,BAT02,40.36,0,0.846,146.02,43.35
RUN-PB-006,165,BAT03,38.04,3,0.756,144.4,42.27
RUN-PB-006,165,BAT04,46.68,0,,,
RUN-PB-006,165,BAT05,44.38,2,0.649,143.01,42.51
RUN-PB-006,165,BAT06,50.38,0,0.747,141.81,41.48
RUN-PB-006,165,BAT07,42.37,1,0.725,147.78,42.26
RUN-PB-006,165,BAT08,53.15,0,0.728,142.58,42.62
RUN-PB-006,165,PT01,44.81,2,0.687,144.42,42.26
RUN-PB-006,165,PT02,47.43,1,0.7,143.0,42.11
RUN-PB-006,165,PT03,44.53,1,,143.64,
RUN-PB-006,165,PT04,40.94,0,0.74,143.77,41.48
RUN-PB-006,165,GA01,43.3,0,,143.81,
RUN-PB-006,165,GA02,42.71,0,0.674,147.74,42.12
RUN-PB-006,165,GA03,50.54,0,,,
RUN-PB-006,165,GA04,43.59,1,,143.96,
RUN-PB-006,165,GA05,38.89,1,0.821,142.31,41.07
RUN-PB-006,165,GA06,45.45,0,,,
RUN-PB-006,165,GA07,44.79,0,,,
RUN-PB-006,165,GA08,40.79,2,,145.07,
RUN-PB-006,165,GA09,45.95,0,,,
RUN-PB-006,165,GA10,48.54,0,0.76,146.5,41.99
RUN-PB-006,165,GA11,49.7,2,0.769,147.81,41.63
RUN-PB-006,165,GA12,45.93,1,0.736,145.84,41.9
RUN-PB-006,165,GA13,36.76,1,0.695,143.25,44.11
RUN-PB-006,165,GA14,42.5,0,0.69,143.41,42.6
RUN-PB-006,165,EOL01,46.5,0,,,43.83
RUN-PB-006,165,EOL02,44.17,1,0.799,146.2,41.1
RUN-PB-006,165,EOL03,51.83,1,0.727,145.32,42.97
RUN-PB-006,165,EOL04,54.77,1,0.813,144.6,42.0
RUN-PB-006,165,EOL05,47.62,2,,,42.72
RUN-PB-006,165,EOL06,45.73,1,0.749,145.97,41.69
RUN-PB-006,165,EOL07,59.15,0,,,
RUN-PB-006,166,ST01,35.26,1,0.787,146.77,43.99
RUN-PB-006,166,ST02,38.49,0,0.784,145.64,40.53
RUN-PB-006,166,ST03,39.77,0,0.627,144.98,41.76
RUN-PB-006,166,ST04,36.4,1,0.734,,
RUN-PB-006,166,ST05,42.53,0,0.74,142.85,41.88
RUN-PB-006,166,ST06,45.28,0,,,
RUN-PB-006,166,B01,41.67,1,0.764,145.68,42.45
RUN-PB-006,166,B02,44.42,1,0.708,143.85,41.27
RUN-PB-006,166,B03,38.82,0,0.775,141.37,42.1
RUN-PB-006,166,B04,40.74,2,0.737,147.3,42.02
RUN-PB-006,166,B05,42.74,1,0.705,140.99,42.01
RUN-PB-006,166,B06,43.61,2,0.712,145.82,40.18
RUN-PB-006,166,B07,45.9,1,0.86,145.32,40.35
RUN-PB-006,166,B08,37.73,2,0.706,142.59,41.98
RUN-PB-006,166,B09,41.66,1,,145.98,
RUN-PB-006,166,B10,38.71,1,,144.14,
RUN-PB-006,166,B11,48.25,1,0.818,142.57,42.11
RUN-PB-006,166,B12,49.96,0,,,
RUN-PB-006,166,P01,48.91,1,,,42.4
RUN-PB-006,166,P02,56.01,0,0.76,144.46,41.32
RUN-PB-006,166,P03,56.86,0,0.712,143.44,41.77
RUN-PB-006,166,P04,43.34,0,0.681,141.0,41.96
RUN-PB-006,166,P05,41.7,0,0.764,142.84,42.59
RUN-PB-006,166,P06,39.68,1,,,42.48
RUN-PB-006,166,P07,44.63,2,0.697,142.78,40.5
RUN-PB-006,166,P08,46.23,0,0.757,144.48,40.09
RUN-PB-006,166,P09,59.24,2,0.829,145.51,42.03
RUN-PB-006,166,P10,52.25,0,,,
RUN-PB-006,166,BAT01,36.19,2,0.755,144.37,42.92
RUN-PB-006,166,BAT02,40.13,2,0.706,144.17,39.83
RUN-PB-006,166,BAT03,36.99,1,0.679,146.65,40.73
RUN-PB-006,166,BAT04,45.37,0,,,
RUN-PB-006,166,BAT05,43.09,0,0.665,150.23,41.12
RUN-PB-006,166,BAT06,49.5,0,0.752,144.91,41.38
RUN-PB-006,166,BAT07,40.94,0,0.71,147.28,41.81
RUN-PB-006,166,BAT08,54.0,1,0.739,145.77,40.5
RUN-PB-006,166,PT01,44.22,2,0.717,146.08,41.86
RUN-PB-006,166,PT02,47.22,1,0.622,141.16,41.32
RUN-PB-006,166,PT03,44.46,2,,144.17,
RUN-PB-006,166,PT04,40.74,0,0.764,145.52,43.14
RUN-PB-006,166,GA01,41.15,0,,148.44,
RUN-PB-006,166,GA02,43.48,1,0.724,141.65,41.83
RUN-PB-006,166,GA03,50.25,0,,,
RUN-PB-006,166,GA04,41.02,2,,143.38,
RUN-PB-006,166,GA05,39.63,0,0.874,140.72,41.48
RUN-PB-006,166,GA06,45.01,0,,,
RUN-PB-006,166,GA07,44.05,0,,,
RUN-PB-006,166,GA08,39.99,1,,148.65,
RUN-PB-006,166,GA09,46.7,0,,,
RUN-PB-006,166,GA10,47.83,1,0.697,146.65,41.36
RUN-PB-006,166,GA11,50.02,3,0.776,143.3,41.27
RUN-PB-006,166,GA12,45.62,1,0.661,146.08,41.41
RUN-PB-006,166,GA13,38.2,1,0.757,145.81,40.58
RUN-PB-006,166,GA14,41.88,0,0.721,147.66,42.67
RUN-PB-006,166,EOL01,46.53,2,,,42.31
RUN-PB-006,166,EOL02,44.83,0,0.764,143.89,41.58
RUN-PB-006,166,EOL03,52.46,0,0.748,148.7,40.73
RUN-PB-006,166,EOL04,55.18,1,0.828,143.46,42.71
RUN-PB-006,166,EOL05,46.94,0,,,42.92
RUN-PB-006,166,EOL06,45.34,3,0.757,145.91,42.98
RUN-PB-006,166,EOL07,60.67,0,,,
RUN-PB-006,167,ST01,34.01,3,0.717,145.44,41.96
RUN-PB-006,167,ST02,37.72,1,0.775,143.25,42.29
RUN-PB-006,167,ST03,40.96,0,0.715,142.64,42.81
RUN-PB-006,167,ST04,35.78,5,0.699,,
RUN-PB-006,167,ST05,42.28,2,0.753,149.08,42.36
RUN-PB-006,167,ST06,44.79,0,,,
RUN-PB-006,167,B01,41.26,1,0.627,149.52,41.71
RUN-PB-006,167,B02,44.85,1,0.8,147.63,43.43
RUN-PB-006,167,B03,39.28,1,0.757,145.86,41.48
RUN-PB-006,167,B04,41.38,0,0.774,145.11,41.11
RUN-PB-006,167,B05,42.24,2,0.802,141.17,41.38
RUN-PB-006,167,B06,43.28,2,0.751,146.99,42.44
RUN-PB-006,167,B07,46.06,0,0.691,141.8,42.57
RUN-PB-006,167,B08,37.74,1,0.729,149.71,41.11
RUN-PB-006,167,B09,42.78,0,,146.86,
RUN-PB-006,167,B10,40.7,2,,142.51,
RUN-PB-006,167,B11,48.72,1,0.646,148.21,43.13
RUN-PB-006,167,B12,50.38,0,,,
RUN-PB-006,167,P01,47.12,0,,,42.73
RUN-PB-006,167,P02,54.83,2,0.753,143.34,41.69
RUN-PB-006,167,P03,58.84,2,0.751,147.61,41.56
RUN-PB-006,167,P04,44.33,1,0.72,145.16,42.77
RUN-PB-006,167,P05,41.79,0,0.736,145.56,42.07
RUN-PB-006,167,P06,41.04,2,,,40.68
RUN-PB-006,167,P07,45.5,2,0.735,150.15,41.27
RUN-PB-006,167,P08,45.42,0,0.639,143.74,41.9
RUN-PB-006,167,P09,59.55,2,0.697,142.61,40.68
RUN-PB-006,167,P10,51.65,0,,,
RUN-PB-006,167,BAT01,36.82,0,0.749,147.17,42.16
RUN-PB-006,167,BAT02,40.24,1,0.855,142.44,41.92
RUN-PB-006,167,BAT03,38.38,3,0.681,141.56,41.93
RUN-PB-006,167,BAT04,45.83,0,,,
RUN-PB-006,167,BAT05,45.13,3,0.72,147.0,41.13
RUN-PB-006,167,BAT06,49.64,1,0.729,146.08,42.1
RUN-PB-006,167,BAT07,41.42,1,0.738,147.06,42.23
RUN-PB-006,167,BAT08,54.35,2,0.798,149.71,42.11
RUN-PB-006,167,PT01,44.87,2,0.749,144.32,41.43
RUN-PB-006,167,PT02,48.22,0,0.693,147.11,42.51
RUN-PB-006,167,PT03,43.77,1,,141.56,
RUN-PB-006,167,PT04,40.84,0,0.786,147.18,41.26
RUN-PB-006,167,GA01,42.62,2,,148.14,
RUN-PB-006,167,GA02,44.54,2,0.7,145.0,42.01
RUN-PB-006,167,GA03,50.61,0,,,
RUN-PB-006,167,GA04,41.58,0,,140.51,
RUN-PB-006,167,GA05,39.27,1,0.761,149.23,41.81
RUN-PB-006,167,GA06,45.56,0,,,
RUN-PB-006,167,GA07,43.3,0,,,
RUN-PB-006,167,GA08,41.32,0,,141.14,
RUN-PB-006,167,GA09,45.25,0,,,
RUN-PB-006,167,GA10,48.28,0,0.758,145.68,43.06
RUN-PB-006,167,GA11,49.32,3,0.757,144.18,41.91
RUN-PB-006,167,GA12,44.28,2,0.749,144.28,42.08
RUN-PB-006,167,GA13,37.86,1,0.752,142.65,40.93
RUN-PB-006,167,GA14,41.93,0,0.713,146.12,42.98
RUN-PB-006,167,EOL01,46.09,1,,,41.8
RUN-PB-006,167,EOL02,44.11,0,0.748,143.37,41.89
RUN-PB-006,167,EOL03,51.27,2,0.707,147.4,42.81
RUN-PB-006,167,EOL04,55.67,1,0.767,144.48,42.05
RUN-PB-006,167,EOL05,47.33,0,,,40.87
RUN-PB-006,167,EOL06,44.98,1,0.71,147.57,41.57
RUN-PB-006,167,EOL07,60.1,0,,,
RUN-PB-006,168,ST01,34.72,0,0.747,142.15,42.61
RUN-PB-006,168,ST02,38.08,0,0.801,140.12,42.08
RUN-PB-006,168,ST03,41.47,1,0.749,139.68,41.74
RUN-PB-006,168,ST04,36.13,1,0.682,,
RUN-PB-006,168,ST05,42.29,1,0.787,145.2,42.23
RUN-PB-006,168,ST06,44.33,0,,,
RUN-PB-006,168,B01,42.39,3,0.753,145.68,42.64
RUN-PB-006,168,B02,42.97,0,0.802,145.26,41.22
RUN-PB-006,168,B03,39.52,1,0.723,145.74,41.28
RUN-PB-006,168,B04,41.57,0,0.815,147.89,41.57
RUN-PB-006,168,B05,43.21,0,0.737,148.16,41.82
RUN-PB-006,168,B06,43.25,1,0.7,141.93,42.89
RUN-PB-006,168,B07,47.25,3,0.755,146.08,41.49
RUN-PB-006,168,B08,37.2,0,0.809,145.06,41.96
RUN-PB-006,168,B09,42.33,0,,145.83,
RUN-PB-006,168,B10,40.01,3,,145.99,
RUN-PB-006,168,B11,47.28,1,0.737,145.44,43.02
RUN-PB-006,168,B12,49.76,0,,,
RUN-PB-006,168,P01,47.77,2,,,42.38
RUN-PB-006,168,P02,54.52,0,0.817,144.26,43.42
RUN-PB-006,168,P03,58.48,1,0.722,150.13,42.27
RUN-PB-006,168,P04,43.45,3,0.796,147.24,41.69
RUN-PB-006,168,P05,41.52,1,0.775,150.08,40.49
RUN-PB-006,168,P06,39.58,1,,,40.52
RUN-PB-006,168,P07,45.18,1,0.715,144.38,41.41
RUN-PB-006,168,P08,46.45,1,0.762,148.4,43.92
RUN-PB-006,168,P09,60.97,2,0.771,143.1,41.79
RUN-PB-006,168,P10,52.14,0,,,
RUN-PB-006,168,BAT01,37.12,0,0.825,142.42,42.37
RUN-PB-006,168,BAT02,39.88,0,0.815,141.46,42.76
RUN-PB-006,168,BAT03,38.13,2,0.793,140.46,41.81
RUN-PB-006,168,BAT04,46.1,0,,,
RUN-PB-006,168,BAT05,44.33,1,0.74,142.24,41.98
RUN-PB-006,168,BAT06,50.14,1,0.864,144.34,42.06
RUN-PB-006,168,BAT07,41.06,2,0.778,148.04,41.53
RUN-PB-006,168,BAT08,54.87,0,0.797,145.06,41.34
RUN-PB-006,168,PT01,45.05,2,0.721,145.31,41.86
RUN-PB-006,168,PT02,48.27,1,0.722,143.73,40.65
RUN-PB-006,168,PT03,44.82,1,,143.12,
RUN-PB-006,168,PT04,40.98,1,0.822,145.89,41.44
RUN-PB-006,168,GA01,42.01,3,,145.31,
RUN-PB-006,168,GA02,43.56,0,0.75,145.06,42.24
RUN-PB-006,168,GA03,50.14,0,,,
RUN-PB-006,168,GA04,42.7,0,,147.38,
RUN-PB-006,168,GA05,39.47,5,0.735,145.24,41.9
RUN-PB-006,168,GA06,45.51,0,,,
RUN-PB-006,168,GA07,45.23,0,,,
RUN-PB-006,168,GA08,40.95,0,,142.44,
RUN-PB-006,168,GA09,45.4,0,,,
RUN-PB-006,168,GA10,46.91,2,0.761,146.34,42.73
RUN-PB-006,168,GA11,49.3,2,0.757,146.54,41.71
RUN-PB-006,168,GA12,45.34,3,0.612,144.45,42.72
RUN-PB-006,168,GA13,37.84,0,0.727,142.29,41.97
RUN-PB-006,168,GA14,42.84,1,0.755,145.92,41.25
RUN-PB-006,168,EOL01,46.67,1,,,41.68
RUN-PB-006,168,EOL02,43.65,1,0.749,154.28,42.81
RUN-PB-006,168,EOL03,52.65,0,0.686,142.46,42.5
RUN-PB-006,168,EOL04,55.08,0,0.779,139.42,41.13
RUN-PB-006,168,EOL05,47.33,4,,,42.5
RUN-PB-006,168,EOL06,44.04,2,0.788,144.02,41.41
RUN-PB-006,168,EOL07,59.86,0,,,
RUN-PB-006,169,ST01,34.73,0,0.748,145.2,42.44
RUN-PB-006,169,ST02,37.82,0,0.762,143.53,43.18
RUN-PB-006,169,ST03,39.31,1,0.717,140.34,42.13
RUN-PB-006,169,ST04,35.41,0,0.801,,
RUN-PB-006,169,ST05,42.64,1,0.772,148.47,42.66
RUN-PB-006,169,ST06,44.46,0,,,
RUN-PB-006,169,B01,41.24,4,0.681,144.17,42.77
RUN-PB-006,169,B02,44.8,2,0.697,143.38,42.16
RUN-PB-006,169,B03,40.07,1,0.698,146.08,42.4
RUN-PB-006,169,B04,42.84,2,0.725,143.04,43.64
RUN-PB-006,169,B05,43.74,0,0.78,144.2,42.3
RUN-PB-006,169,B06,43.19,2,0.832,143.79,41.01
RUN-PB-006,169,B07,46.64,0,0.791,146.45,41.42
RUN-PB-006,169,B08,38.58,0,0.7,145.18,42.65
RUN-PB-006,169,B09,41.78,0,,146.98,
RUN-PB-006,169,B10,40.12,1,,141.93,
RUN-PB-006,169,B11,48.54,0,0.759,140.82,42.97
RUN-PB-006,169,B12,49.94,0,,,
RUN-PB-006,169,P01,48.8,0,,,42.18
RUN-PB-006,169,P02,56.26,1,0.613,146.27,40.02
RUN-PB-006,169,P03,58.93,1,0.717,144.86,41.83
RUN-PB-006,169,P04,43.62,0,0.731,142.59,42.12
RUN-PB-006,169,P05,42.08,4,0.774,137.14,41.94
RUN-PB-006,169,P06,39.21,0,,,42.03
RUN-PB-006,169,P07,45.17,1,0.766,149.08,42.29
RUN-PB-006,169,P08,46.36,1,0.668,145.39,41.82
RUN-PB-006,169,P09,60.39,0,0.791,143.59,43.12
RUN-PB-006,169,P10,52.11,0,,,
RUN-PB-006,169,BAT01,36.42,2,0.678,146.74,40.18
RUN-PB-006,169,BAT02,39.69,1,0.759,142.92,42.21
RUN-PB-006,169,BAT03,38.14,2,0.75,147.74,40.54
RUN-PB-006,169,BAT04,45.58,0,,,
RUN-PB-006,169,BAT05,44.99,1,0.763,143.32,43.55
RUN-PB-006,169,BAT06,49.86,1,0.747,144.91,42.5
RUN-PB-006,169,BAT07,40.99,1,0.729,139.07,41.25
RUN-PB-006,169,BAT08,53.42,0,0.799,143.19,41.53
RUN-PB-006,169,PT01,44.05,3,0.768,147.31,42.0
RUN-PB-006,169,PT02,47.15,1,0.774,141.93,42.17
RUN-PB-006,169,PT03,43.54,0,,150.08,
RUN-PB-006,169,PT04,40.36,1,0.736,143.41,41.67
RUN-PB-006,169,GA01,41.91,2,,143.17,
RUN-PB-006,169,GA02,43.66,1,0.808,146.55,42.0
RUN-PB-006,169,GA03,49.98,0,,,
RUN-PB-006,169,GA04,41.7,1,,144.12,
RUN-PB-006,169,GA05,38.62,3,0.844,145.43,42.41
RUN-PB-006,169,GA06,44.09,0,,,
RUN-PB-006,169,GA07,44.16,0,,,
RUN-PB-006,169,GA08,40.66,2,,142.23,
RUN-PB-006,169,GA09,46.35,0,,,
RUN-PB-006,169,GA10,48.31,1,0.714,145.32,43.04
RUN-PB-006,169,GA11,50.78,2,0.811,141.43,42.61
RUN-PB-006,169,GA12,44.53,0,0.743,141.72,42.57
RUN-PB-006,169,GA13,38.67,1,0.751,146.55,40.91
RUN-PB-006,169,GA14,42.4,1,0.761,143.73,44.66
RUN-PB-006,169,EOL01,45.73,3,,,41.62
RUN-PB-006,169,EOL02,44.23,0,0.69,146.08,41.81
RUN-PB-006,169,EOL03,51.93,3,0.818,141.68,40.94
RUN-PB-006,169,EOL04,55.79,0,0.674,145.23,40.73
RUN-PB-006,169,EOL05,48.63,0,,,41.01
RUN-PB-006,169,EOL06,44.13,1,0.713,146.65,42.73
RUN-PB-006,169,EOL07,60.33,0,,,
RUN-PB-006,170,ST01,35.0,0,0.766,141.94,40.58
RUN-PB-006,170,ST02,38.6,0,0.733,149.07,42.06
RUN-PB-006,170,ST03,40.0,0,0.71,143.53,43.27
RUN-PB-006,170,ST04,37.26,2,0.784,,
RUN-PB-006,170,ST05,41.56,1,0.842,143.32,42.42
RUN-PB-006,170,ST06,45.38,0,,,
RUN-PB-006,170,B01,41.67,0,0.678,147.53,42.72
RUN-PB-006,170,B02,43.46,1,0.683,147.42,40.16
RUN-PB-006,170,B03,38.09,1,0.771,142.81,42.76
RUN-PB-006,170,B04,40.99,0,0.757,140.82,42.18
RUN-PB-006,170,B05,42.6,2,0.733,148.03,40.84
RUN-PB-006,170,B06,43.48,1,0.719,147.26,41.09
RUN-PB-006,170,B07,46.66,0,0.776,144.17,42.79
RUN-PB-006,170,B08,38.3,2,0.791,141.09,42.18
RUN-PB-006,170,B09,42.62,0,,145.8,
RUN-PB-006,170,B10,40.03,1,,145.36,
RUN-PB-006,170,B11,47.28,2,0.71,143.34,43.04
RUN-PB-006,170,B12,50.07,0,,,
RUN-PB-006,170,P01,47.8,1,,,42.8
